,SERIALNO,RELATE,OC,RC,SEX,SSPA,AGE,QTRBIR,HISPAN,RACEDET,GQTYP
88010,0041854,03,1,1,1,0,5,2,02,01,0
88011,0041854,03,1,1,1,0,3,1,02,01,0
88012,0041854,03,1,1,1,0,2,3,02,01,0
88013,0041855,01,0,0,1,0,29,3,01,01,0
88014,0041855,02,0,0,2,0,25,1,01,01,0
88015,0041856,01,0,0,2,0,32,2,01,02,0
88016,0041856,03,1,1,1,0,12,3,01,02,0
88017,0041856,03,1,1,1,0,6,1,01,02,0
88018,0041857,01,0,0,2,0,42,3,01,01,0
88019,0041857,13,0,0,2,0,58,0,01,01,0
88020,0041858,01,0,0,2,0,37,3,01,01,0
88021,0041858,02,0,0,1,0,39,2,01,01,0
88022,0041859,01,0,0,1,0,51,2,01,01,0
88023,0041859,02,0,0,2,0,49,1,01,01,0
88024,0041859,03,0,0,2,0,24,0,01,01,0
88025,0041860,01,0,0,1,0,58,0,01,01,0
88026,0041860,02,0,0,2,0,57,3,01,01,0
88027,0041860,12,0,0,2,0,42,2,01,01,0
88028,0041860,12,0,0,2,0,7,3,01,01,0
88029,0041863,01,0,0,2,0,60,2,01,01,0
88030,0041864,01,0,0,2,0,84,0,01,01,0
88031,0041865,01,0,0,2,0,29,3,01,01,0
88032,0041865,02,0,0,1,0,28,3,01,01,0
88033,0041867,01,0,0,2,0,56,0,01,01,0
88034,0041868,01,0,0,2,0,57,3,01,01,0
88035,0041868,11,0,0,1,0,65,3,03,01,0
88036,0041868,11,0,0,2,0,63,0,01,01,0
88037,0041869,01,0,0,1,0,31,3,01,01,0
88038,0041869,02,0,0,2,0,27,1,01,01,0
88039,0041869,03,1,1,2,0,1,3,01,01,0
88040,0041870,01,0,0,2,0,59,2,01,01,0
88041,0041873,01,0,0,2,0,59,2,01,01,0
88042,0041873,02,0,0,1,0,63,3,01,01,0
88043,0041874,01,0,0,2,0,71,0,01,01,0
88044,0041878,01,0,0,2,0,22,0,19,01,0
88045,0041878,03,1,1,1,0,5,1,01,01,0
88046,0041879,01,0,0,1,0,59,3,01,01,0
88047,0041879,02,0,0,2,0,59,0,01,01,0
88048,0041879,03,0,0,2,0,26,2,01,01,0
88049,0041879,08,0,1,1,0,4,2,01,01,0
88050,0041879,10,0,0,1,0,31,3,01,01,0
88051,0041880,01,0,0,1,0,49,0,01,01,0
88052,0041881,01,0,0,1,0,67,0,01,01,0
88053,0041881,14,0,0,1,0,60,2,01,01,0
88054,0041882,01,0,0,1,0,71,0,01,01,0
88055,0041882,02,0,0,2,0,68,0,01,01,0
88056,0041883,01,0,0,1,0,37,0,01,01,0
88057,0041883,13,0,0,1,0,39,3,01,01,0
88058,0041884,01,0,0,2,0,19,1,01,01,0
88059,0041884,06,0,1,2,0,12,3,01,01,0
88060,0041884,07,0,0,1,0,51,2,01,01,0
88061,0041884,07,0,0,2,0,43,0,01,01,0
88062,0041885,01,0,0,2,0,23,1,01,01,0
88063,0041885,02,0,0,1,0,26,0,01,01,0
88064,0041885,03,1,1,2,0,0,1,01,01,0
88065,0041886,01,0,0,1,0,51,0,01,01,0
88066,0041886,02,0,0,2,0,51,1,01,01,0
88067,0041886,03,1,1,1,0,11,2,01,01,0
88068,0041888,01,0,0,1,0,29,0,01,01,0
88069,0041888,02,0,0,2,0,31,3,01,01,0
88070,0041889,01,0,0,1,0,29,2,01,01,0
88071,0041889,02,0,0,2,0,28,3,01,01,0
88072,0041890,17,0,0,2,0,63,2,01,01,2
88073,0041891,01,0,0,1,0,51,3,01,01,0
88074,0041891,02,0,0,2,0,47,2,01,01,0
88075,0041891,03,0,0,2,0,19,2,01,01,0
88076,0041892,16,0,0,1,0,47,1,01,02,1
88077,0041893,01,0,0,1,0,42,2,25,39,0
88078,0041893,02,0,0,2,0,40,0,25,74,0
88079,0041893,03,1,1,1,0,12,2,25,39,0
88080,0041893,03,1,1,2,0,7,3,25,39,0
88081,0041893,03,1,1,1,0,1,0,25,39,0
88082,0041893,06,0,0,1,0,35,1,25,39,0
88083,0041895,01,0,0,1,0,48,1,01,01,0
88084,0041895,02,0,0,2,0,46,3,01,01,0
88085,0041895,05,0,0,1,0,22,2,01,01,0
88086,0041895,08,0,1,1,0,8,3,01,01,0
88087,0041895,08,0,1,2,0,4,1,01,01,0
88088,0041895,12,0,0,2,0,30,0,01,01,0
88089,0041896,01,0,0,2,0,34,3,01,01,0
88090,0041896,02,0,0,1,0,32,2,01,01,0
88091,0041897,01,0,0,2,0,85,3,01,01,0
88092,0041898,01,0,0,2,0,31,3,01,01,0
88093,0041898,02,0,0,1,0,31,2,01,01,0
88094,0041898,03,1,1,2,0,11,3,01,01,0
88095,0041898,03,1,1,2,0,7,1,01,01,0
88096,0041899,01,0,0,1,0,78,1,01,01,0
88097,0041899,02,0,0,2,0,75,2,01,01,0
88098,0041900,01,0,0,1,0,63,1,01,01,0
88099,0041900,02,0,0,2,0,57,0,01,01,0
88100,0041903,01,0,0,2,0,80,0,01,01,0
88101,0041904,01,0,0,1,0,81,0,01,01,0
88102,0041904,02,0,0,2,0,78,0,01,01,0
88103,0041906,01,0,0,1,0,64,1,01,01,0
88104,0041907,01,0,0,1,0,84,2,01,01,0
88105,0041907,02,0,0,2,0,79,1,01,01,0
88106,0041907,03,0,0,1,0,59,1,01,01,0
88107,0041908,01,0,0,2,0,40,0,01,02,0
88108,0041912,01,0,0,1,0,68,2,01,01,0
88109,0041912,02,0,0,2,0,67,0,01,01,0
88110,0041913,01,0,0,2,0,28,2,01,02,0
88111,0041913,03,1,1,2,0,0,0,01,02,0
88112,0041913,11,0,0,2,0,87,0,01,02,0
88113,0041914,01,0,0,2,0,59,1,01,01,0
88114,0041915,01,0,0,2,0,38,3,01,02,0
88115,0041915,02,0,0,1,0,36,3,01,02,0
88116,0041915,03,1,1,2,0,14,2,01,02,0
88117,0041915,03,1,1,1,0,11,1,01,02,0
88118,0041916,01,0,0,2,0,81,0,01,01,0
88119,0041918,01,0,0,1,0,73,0,01,01,0
88120,0041918,02,0,0,2,0,72,2,01,01,0
88121,0041919,01,0,0,2,0,48,3,01,01,0
88122,0041919,02,0,0,1,0,49,1,01,01,0
88123,0041919,03,0,0,2,0,23,1,01,01,0
88124,0041919,03,1,1,1,0,16,2,01,01,0
88125,0041920,01,0,0,1,0,70,3,01,01,0
88126,0041920,02,0,0,2,0,68,3,01,01,0
88127,0041922,01,0,0,2,0,46,0,01,01,0
88128,0041923,01,0,0,2,0,55,2,01,01,0
88129,0041923,03,0,0,2,0,19,2,01,01,0
88130,0041925,01,0,0,1,0,70,3,01,01,0
88131,0041926,01,0,0,1,0,60,2,01,02,0
88132,0041927,01,0,0,2,0,38,3,01,01,0
88133,0041927,02,0,0,1,0,64,0,01,02,0
88134,0041927,03,1,1,2,0,17,1,01,74,0
88135,0041927,03,1,1,1,0,7,1,01,74,0
88136,0041927,13,0,0,1,0,27,3,05,74,0
88137,0041928,01,0,0,1,0,71,2,01,01,0
88138,0041928,02,0,0,2,0,69,1,01,01,0
88139,0041929,01,0,0,1,0,55,0,01,01,0
88140,0041929,02,0,0,2,0,51,3,01,01,0
88141,0041929,03,1,1,1,0,10,3,01,01,0
88142,0041930,16,0,0,1,0,23,3,01,01,1
88143,0041931,01,0,0,1,0,71,2,01,01,0
88144,0041931,02,0,0,2,0,69,0,01,01,0
88145,0041932,01,0,0,2,0,30,0,01,01,0
88146,0041932,03,1,1,1,0,13,2,01,01,0
88147,0041932,03,1,1,2,0,10,1,01,01,0
88148,0041932,03,1,1,1,0,5,1,01,01,0
88149,0041932,03,1,1,2,0,1,0,11,01,0
88150,0041932,14,0,0,1,0,29,2,11,01,0
88151,0041933,01,0,0,1,0,51,0,03,74,0
88152,0041933,02,0,0,2,0,43,1,01,01,0
88153,0041933,03,0,0,2,0,20,0,03,01,0
88154,0041934,01,0,0,1,0,74,3,01,01,0
88155,0041934,02,0,0,2,0,70,1,01,01,0
88156,0041935,01,0,0,2,0,44,2,01,01,0
88157,0041935,02,0,0,1,0,47,1,01,01,0
88158,0041937,01,0,0,1,0,58,0,01,01,0
88159,0041937,03,0,0,1,0,29,1,01,01,0
88160,0041938,01,0,0,1,0,71,2,01,01,0
88161,0041938,02,0,0,2,0,70,2,01,01,0
88162,0041939,01,0,0,1,0,55,0,01,01,0
88163,0041939,02,0,0,2,0,45,1,01,01,0
88164,0041939,03,1,1,2,0,17,3,01,01,0
88165,0041940,01,0,0,1,0,51,2,01,01,0
88166,0041940,02,0,0,2,0,50,1,01,01,0
88167,0041941,01,0,0,2,0,57,3,01,01,0
88168,0041941,03,1,1,1,0,17,2,01,01,0
88169,0041942,01,0,0,2,0,52,2,01,01,0
88170,0041942,15,0,0,1,0,52,2,01,01,0
88171,0041943,01,0,0,1,0,81,3,01,01,0
88172,0041943,02,0,0,2,0,75,0,01,01,0
88173,0041943,03,0,0,2,0,48,3,01,01,0
88174,0041944,01,0,0,1,0,59,1,01,01,0
88175,0041944,02,0,0,2,0,55,3,01,01,0
88176,0041944,08,0,1,1,0,12,2,01,01,0
88177,0041944,08,0,1,1,0,7,2,01,01,0
88178,0041944,11,0,0,2,0,63,2,01,51,0
88179,0041945,01,0,0,2,0,27,0,01,02,0
88180,0041945,14,0,0,1,0,26,0,01,02,0
88181,0041946,01,0,0,2,0,41,0,01,01,0
88182,0041946,02,0,0,1,0,45,2,01,01,0
88183,0041946,03,1,1,1,0,8,3,01,01,0
88184,0041946,11,0,0,1,0,26,2,01,24,0
88185,0041946,15,0,0,1,0,24,2,03,73,0
88186,0041948,01,0,0,1,0,27,2,01,01,0
88187,0041948,02,0,0,2,0,26,1,01,01,0
88188,0041950,01,0,0,2,0,20,0,01,02,0
88189,0041951,01,0,0,1,0,74,2,01,01,0
88190,0041951,02,0,0,2,0,73,3,01,01,0
88191,0041951,03,0,0,1,0,37,0,01,01,0
88192,0041955,01,0,0,1,0,42,2,01,01,0
88193,0041955,02,0,0,2,0,35,2,01,01,0
88194,0041955,03,0,0,1,0,18,0,01,01,0
88195,0041955,03,1,1,1,0,10,2,01,01,0
88196,0041956,16,0,0,1,0,52,2,01,01,1
88197,0041958,01,0,0,2,0,60,3,01,01,0
88198,0041958,02,0,0,1,0,63,1,01,01,0
88199,0041959,01,0,0,1,0,29,0,01,01,0
88200,0041959,13,0,0,1,0,31,1,01,01,0
88201,0041959,13,0,0,1,0,26,3,01,01,0
88202,0041960,01,0,0,1,0,58,0,01,01,0
88203,0041960,02,0,0,2,0,54,2,01,01,0
88204,0041961,01,0,0,2,0,59,2,01,02,0
88205,0041961,02,0,0,1,0,60,3,01,02,0
88206,0041962,01,0,0,2,0,79,1,01,01,0
88207,0041962,02,0,0,1,0,89,2,01,01,0
88208,0041963,01,0,0,1,0,41,0,01,01,0
88209,0041963,02,0,0,2,0,38,3,01,01,0
88210,0041963,03,1,1,2,0,6,1,01,01,0
88211,0041963,03,1,1,1,0,4,3,01,01,0
88212,0041963,03,1,1,1,0,4,3,01,01,0
88213,0041964,01,0,0,1,0,72,1,01,01,0
88214,0041964,02,0,0,2,0,65,3,01,01,0
88215,0041965,01,0,0,2,0,58,0,01,01,0
88216,0041966,01,0,0,2,0,33,3,01,01,0
88217,0041966,03,1,1,1,0,14,2,01,74,0
88218,0041966,03,1,1,2,0,8,1,01,74,0
88219,0041966,14,0,0,1,0,27,3,01,02,0
88220,0041968,01,0,0,2,0,93,2,01,01,0
88221,0041970,16,0,0,1,0,19,0,25,01,1
88222,0041973,01,0,0,2,0,35,3,01,74,0
88223,0041973,03,1,1,1,0,15,1,01,01,0
88224,0041973,03,1,1,2,0,11,2,01,01,0
88225,0041973,03,1,1,1,0,9,1,01,01,0
88226,0041974,01,0,0,1,0,69,1,01,01,0
88227,0041974,15,0,0,1,0,77,1,01,01,0
88228,0041976,01,0,0,1,0,65,0,01,01,0
88229,0041976,02,0,0,2,0,60,3,01,01,0
88230,0041977,01,0,0,1,0,56,3,01,01,0
88231,0041977,02,0,0,2,0,58,3,01,01,0
88232,0041977,03,0,0,1,0,25,0,01,01,0
88233,0041977,03,0,0,1,0,19,3,01,01,0
88234,0041978,01,0,0,1,0,51,1,01,39,0
88235,0041978,13,0,0,2,0,48,0,01,02,0
88236,0041979,01,0,0,1,0,80,3,01,01,0
88237,0041979,02,0,0,2,0,77,0,01,01,0
88238,0041982,01,0,0,1,0,53,0,01,01,0
88239,0041982,02,0,0,2,0,59,2,01,01,0
88240,0041983,01,0,0,1,0,63,0,01,01,0
88241,0041984,01,0,0,1,0,51,3,01,01,0
88242,0041984,02,0,0,2,0,55,0,01,01,0
88243,0041984,03,1,1,2,0,16,0,01,01,0
88244,0041985,01,0,0,1,0,71,1,01,01,0
88245,0041985,06,0,0,1,0,68,0,01,01,0
88246,0041986,01,0,0,1,0,28,1,01,01,0
88247,0041986,02,0,0,2,0,26,1,01,01,0
88248,0041986,03,1,1,2,0,5,2,01,01,0
88249,0041986,03,1,1,1,0,4,2,01,01,0
88250,0041986,09,0,0,2,0,55,0,01,01,0
88251,0041987,01,0,0,2,0,82,1,01,01,0
88252,0041987,03,0,0,1,0,52,3,01,01,0
88253,0041989,01,0,0,1,0,58,2,01,01,0
88254,0041989,02,0,0,2,0,55,2,01,01,0
88255,0041989,03,0,0,1,0,26,3,01,01,0
88256,0041991,16,0,0,1,0,26,0,01,01,1
88257,0041992,01,0,0,1,0,36,1,01,02,0
88258,0041992,02,0,0,2,0,26,3,01,02,0
88259,0041992,03,1,1,1,0,15,2,01,02,0
88260,0041992,03,1,1,2,0,2,1,01,02,0
88261,0041993,01,0,0,2,0,56,2,01,01,0
88262,0041993,02,0,0,1,0,65,3,01,01,0
88263,0041993,03,0,0,2,0,18,1,01,01,0
88264,0041994,01,0,0,1,0,45,1,01,01,0
88265,0041994,02,0,0,2,0,45,1,01,01,0
88266,0041995,01,0,0,2,0,52,2,01,01,0
88267,0041998,01,0,0,1,0,32,1,02,73,0
88268,0041998,02,0,0,2,0,22,1,02,73,0
88269,0041998,03,1,1,1,0,8,2,02,73,0
88270,0041998,03,1,1,1,0,2,0,02,73,0
88271,0042002,01,0,0,2,0,80,2,01,02,0
88272,0042003,01,0,0,2,0,65,0,01,01,0
88273,0042003,03,0,0,1,0,39,3,01,01,0
88274,0042006,01,0,0,2,0,73,3,01,01,0
88275,0042008,01,0,0,2,0,88,2,01,74,0
88276,0042008,03,0,0,2,0,54,1,01,01,0
88277,0042009,01,0,0,1,0,45,0,01,01,0
88278,0042009,02,0,0,2,0,45,3,01,01,0
88279,0042010,01,0,0,1,0,64,0,01,01,0
88280,0042010,02,0,0,2,0,67,3,01,01,0
88281,0042011,01,0,0,2,0,56,0,01,01,0
88282,0042011,02,0,0,1,0,56,3,01,01,0
88283,0042012,01,0,0,1,0,60,0,01,01,0
88284,0042012,02,0,0,2,0,56,2,01,01,0
88285,0042014,01,0,0,1,0,62,3,01,01,0
88286,0042014,02,0,0,2,0,62,1,01,01,0
88287,0042015,01,0,0,1,0,35,1,02,73,0
88288,0042015,02,0,0,2,0,42,0,04,73,0
88289,0042015,03,1,1,2,0,5,3,02,73,0
88290,0042015,03,1,1,1,0,3,2,02,73,0
88291,0042017,01,0,0,2,0,47,1,01,01,0
88292,0042019,01,0,0,1,0,24,3,01,01,0
88293,0042020,01,0,0,2,0,28,0,01,01,0
88294,0042020,13,0,0,2,0,22,0,01,01,0
88295,0042022,01,0,0,2,0,32,3,01,02,0
88296,0042022,02,0,0,1,0,37,2,01,02,0
88297,0042022,03,1,1,1,0,12,0,01,02,0
88298,0042022,03,1,1,2,0,8,2,01,02,0
88299,0042022,03,1,1,1,0,7,1,01,02,0
88300,0042022,03,1,1,2,0,6,3,01,02,0
88301,0042022,11,0,1,1,0,5,3,01,02,0
88302,0042023,01,0,0,1,0,64,0,01,01,0
88303,0042024,01,0,0,2,0,62,0,01,01,0
88304,0042026,01,0,0,2,0,21,0,01,02,0
88305,0042027,01,0,0,1,0,46,2,01,01,0
88306,0042028,01,0,0,2,0,81,3,01,01,0
88307,0042028,08,0,0,1,0,23,2,01,01,0
88308,0042029,01,0,0,1,0,74,3,01,01,0
88309,0042029,02,0,0,2,0,69,2,01,01,0
88310,0042030,01,0,0,2,0,82,1,01,01,0
88311,0042031,01,0,0,1,0,63,2,01,01,0
88312,0042032,01,0,0,1,0,61,3,01,01,0
88313,0042032,02,0,0,2,0,55,3,01,01,0
88314,0042033,01,0,0,2,0,64,3,01,01,0
88315,0042033,02,0,0,1,0,62,3,01,01,0
88316,0042035,01,0,0,2,0,74,2,01,01,0
88317,0042038,01,0,0,1,0,43,2,01,01,0
88318,0042038,03,1,1,2,0,1,2,01,01,0
88319,0042038,14,0,0,2,0,27,3,01,01,0
88320,0042039,01,0,0,1,0,57,3,01,01,0
88321,0042039,02,0,0,2,0,56,3,01,01,0
88322,0042039,15,0,0,2,0,58,1,01,01,0
88323,0042040,01,0,0,1,0,26,3,07,73,0
88324,0042040,13,0,0,1,0,29,3,07,73,0
88325,0042041,01,0,0,2,0,63,0,01,01,0
88326,0042042,01,0,0,2,0,55,0,01,01,0
88327,0042043,01,0,0,1,0,88,3,01,01,0
88328,0042043,02,0,0,2,0,75,0,01,01,0
88329,0042045,01,0,0,1,0,66,3,01,01,0
88330,0042045,02,0,0,2,0,60,3,01,01,0
88331,0042046,01,0,0,1,0,63,3,01,01,0
88332,0042046,02,0,0,2,0,68,1,01,01,0
88333,0042046,05,0,0,2,0,48,3,01,01,0
88334,0042046,05,0,0,1,0,42,0,01,01,0
88335,0042046,08,0,0,1,0,18,3,01,01,0
88336,0042046,10,0,0,1,0,45,2,01,01,0
88337,0042047,01,0,0,2,0,34,3,01,01,0
88338,0042047,03,1,1,1,0,17,0,01,01,0
88339,0042047,03,1,1,1,0,13,0,01,01,0
88340,0042047,03,1,1,2,0,10,2,01,01,0
88341,0042047,03,1,1,1,0,7,1,01,01,0
88342,0042047,07,0,0,2,0,49,2,01,01,0
88343,0042048,01,0,0,1,0,34,2,01,01,0
88344,0042048,02,0,0,2,0,32,2,01,01,0
88345,0042048,03,1,1,1,0,5,3,01,01,0
88346,0042048,03,1,1,1,0,3,3,01,01,0
88347,0042049,01,0,0,2,0,93,0,01,01,0
88348,0042049,02,0,0,1,0,93,2,01,01,0
88349,0042051,01,0,0,1,0,81,1,01,01,0
88350,0042051,02,0,0,2,0,75,0,01,01,0
88351,0042052,01,0,0,2,0,51,2,01,02,0
88352,0042052,03,0,0,2,0,21,3,01,02,0
88353,0042052,03,1,1,1,0,16,1,01,02,0
88354,0042052,08,0,1,2,0,0,3,01,02,0
88355,0042053,01,0,0,1,0,61,1,01,01,0
88356,0042053,14,0,0,2,0,58,2,01,01,0
88357,0042054,01,0,0,1,0,43,1,01,01,0
88358,0042054,02,0,0,2,0,42,0,01,01,0
88359,0042054,03,0,0,1,0,22,1,01,01,0
88360,0042054,03,1,1,2,0,17,3,01,01,0
88361,0042054,03,1,1,1,0,16,0,01,01,0
88362,0042056,01,0,0,1,0,66,1,01,01,0
88363,0042056,02,0,0,2,0,43,1,01,01,0
88364,0042060,01,0,0,1,0,41,0,01,01,0
88365,0042060,02,0,0,2,0,31,2,01,01,0
88366,0042060,03,1,1,2,0,6,1,01,01,0
88367,0042060,03,1,1,1,0,4,1,01,01,0
88368,0042060,03,1,1,2,0,4,1,01,01,0
88369,0042061,01,0,0,1,0,41,1,01,01,0
88370,0042061,02,0,0,2,0,41,0,01,01,0
88371,0042061,03,0,0,1,0,18,1,01,01,0
88372,0042062,01,0,0,1,0,49,0,01,01,0
88373,0042062,02,0,0,2,0,54,2,01,01,0
88374,0042065,01,0,0,1,0,70,2,01,01,0
88375,0042065,02,0,0,2,0,69,2,01,01,0
88376,0042066,01,0,0,1,0,76,3,01,01,0
88377,0042066,02,0,0,2,0,76,3,01,01,0
88378,0042067,01,0,0,1,0,70,2,01,02,0
88379,0042067,02,0,0,2,0,69,1,01,02,0
88380,0042068,01,0,0,1,0,43,2,01,01,0
88381,0042068,02,0,0,2,0,42,1,01,01,0
88382,0042068,03,0,0,2,0,20,3,01,01,0
88383,0042070,01,0,0,2,0,60,0,01,01,0
88384,0042071,01,0,0,2,0,69,0,01,01,0
88385,0042072,01,0,0,2,0,21,0,01,02,0
88386,0042073,01,0,0,1,0,25,2,01,01,0
88387,0042073,02,0,0,2,0,30,1,01,01,0
88388,0042073,03,1,1,2,0,3,0,01,01,0
88389,0042073,05,1,1,1,0,9,2,01,01,0
88390,0042074,01,0,0,1,0,78,3,01,01,0
88391,0042074,02,0,0,2,0,81,2,01,01,0
88392,0042076,01,0,0,1,0,28,3,02,01,0
88393,0042076,02,0,0,2,0,23,3,02,01,0
88394,0042077,01,0,0,1,0,46,1,02,01,0
88395,0042079,01,0,0,2,0,70,2,01,01,0
88396,0042080,01,0,0,1,0,53,1,01,01,0
88397,0042080,02,0,0,2,0,56,3,01,01,0
88398,0042081,01,0,0,1,0,59,3,01,01,0
88399,0042083,01,0,0,2,0,51,1,01,01,0
88400,0042084,01,0,0,1,0,52,0,01,01,0
88401,0042084,14,0,0,2,0,55,1,01,01,0
88402,0042085,01,0,0,2,0,44,0,01,01,0
88403,0042085,03,1,1,2,0,16,2,01,01,0
88404,0042085,12,0,0,1,0,19,3,01,01,0
88405,0042085,14,0,0,1,0,44,1,01,01,0
88406,0042087,01,0,0,2,0,33,1,25,73,0
88407,0042087,02,0,0,1,0,37,0,25,73,0
88408,0042087,03,1,1,1,0,12,2,25,73,0
88409,0042087,03,1,1,2,0,11,0,25,73,0
88410,0042087,06,0,0,1,0,40,2,25,73,0
88411,0042088,01,0,0,1,0,47,0,01,01,0
88412,0042088,13,0,0,1,0,35,1,01,01,0
88413,0042089,01,0,0,1,0,50,2,01,01,0
88414,0042090,01,0,0,2,0,50,0,01,01,0
88415,0042090,13,0,0,1,0,58,1,01,01,0
88416,0042091,01,0,0,2,0,38,3,01,01,0
88417,0042091,02,0,0,1,0,35,1,01,01,0
88418,0042092,01,0,0,1,0,75,0,01,01,0
88419,0042092,02,0,0,2,0,69,0,01,01,0
88420,0042093,01,0,0,2,0,65,3,01,01,0
88421,0042093,04,0,0,1,0,23,2,18,73,0
88422,0042093,04,0,0,1,0,20,3,11,73,0
88423,0042095,01,0,0,2,0,65,1,01,01,0
88424,0042096,01,0,0,2,0,32,0,23,73,0
88425,0042096,03,1,1,1,0,10,3,23,73,0
88426,0042096,03,1,1,2,0,5,3,02,73,0
88427,0042096,03,1,1,2,0,5,1,23,73,0
88428,0042096,06,0,0,2,0,40,1,23,73,0
88429,0042096,11,0,1,1,0,11,0,23,73,0
88430,0042096,11,0,1,1,0,8,2,23,73,0
88431,0042096,11,0,1,1,0,3,3,23,73,0
88432,0042097,01,0,0,2,0,60,3,01,01,0
88433,0042097,08,0,0,1,0,18,1,01,01,0
88434,0042098,01,0,0,1,0,61,0,01,01,0
88435,0042098,02,0,0,2,0,67,3,01,01,0
88436,0042107,01,0,0,1,0,37,1,01,74,0
88437,0042107,02,0,0,2,0,32,1,01,01,0
88438,0042108,01,0,0,2,0,83,3,01,01,0
88439,0042108,02,0,0,1,0,84,0,01,01,0
88440,0042108,08,0,0,2,0,33,1,01,01,0
88441,0042112,01,0,0,2,0,34,1,01,02,0
88442,0042112,03,1,1,1,0,7,1,01,02,0
88443,0042112,03,1,1,2,0,4,3,01,02,0
88444,0042113,01,0,0,1,0,34,1,01,01,0
88445,0042113,02,0,0,2,0,33,1,01,01,0
88446,0042113,03,1,1,1,0,8,1,01,01,0
88447,0042113,03,1,1,1,0,5,0,01,01,0
88448,0042119,01,0,0,1,0,86,3,01,02,0
88449,0042119,02,0,0,2,0,85,1,01,74,0
88450,0042122,01,0,0,1,0,48,0,01,01,0
88451,0042122,02,0,0,2,0,52,0,01,01,0
88452,0042122,03,0,0,2,0,22,2,01,01,0
88453,0042122,03,1,1,2,0,15,1,01,01,0
88454,0042125,01,0,0,1,0,47,2,01,01,0
88455,0042125,02,0,0,2,0,44,1,01,01,0
88456,0042125,03,0,0,1,0,19,3,01,01,0
88457,0042125,03,1,1,1,0,12,3,01,01,0
88458,0042128,01,0,0,1,0,59,2,01,01,0
88459,0042128,02,0,0,2,0,58,0,01,01,0
88460,0042128,03,0,0,2,0,31,3,01,01,0
88461,0042130,01,0,0,1,0,50,1,01,01,0
88462,0042130,02,0,0,2,0,50,1,01,01,0
88463,0042131,01,0,0,2,0,78,1,01,01,0
88464,0042132,01,0,0,1,0,66,2,01,01,0
88465,0042132,02,0,0,2,0,70,0,01,01,0
88466,0042132,03,0,0,1,0,39,3,01,01,0
88467,0042132,08,0,1,2,0,14,2,01,01,0
88468,0042132,08,0,1,2,0,9,0,01,01,0
88469,0042133,01,0,0,1,0,72,2,01,01,0
88470,0042133,02,0,0,2,0,70,2,01,01,0
88471,0042133,03,0,0,2,0,47,1,01,01,0
88472,0042136,01,0,0,2,0,65,3,01,01,0
88473,0042136,02,0,0,1,0,57,2,01,01,0
88474,0042137,01,0,0,1,0,37,2,01,01,0
88475,0042137,02,0,0,2,0,39,0,01,01,0
88476,0042137,03,1,1,2,0,9,0,01,01,0
88477,0042137,03,1,1,2,0,2,2,01,01,0
88478,0042137,05,0,0,1,0,18,3,01,01,0
88479,0042139,01,0,0,1,0,64,0,01,01,0
88480,0042139,02,0,0,2,0,62,3,01,01,0
88481,0042143,01,0,0,1,0,60,2,01,01,0
88482,0042143,02,0,0,2,0,58,2,01,01,0
88483,0042145,01,0,0,1,0,69,1,01,01,0
88484,0042145,02,0,0,2,0,65,1,01,01,0
88485,0042146,01,0,0,2,0,35,2,07,73,0
88486,0042146,03,0,0,2,0,19,3,07,73,0
88487,0042146,03,1,1,2,0,17,1,07,73,0
88488,0042146,03,1,1,2,0,12,1,02,73,0
88489,0042146,03,1,1,1,0,10,2,02,73,0
88490,0042146,08,0,1,2,0,1,3,07,73,0
88491,0042146,08,0,1,1,0,0,1,02,73,0
88492,0042147,01,0,0,1,0,56,2,02,01,0
88493,0042148,01,0,0,1,0,65,3,01,01,0
88494,0042148,02,0,0,2,0,60,3,01,01,0
88495,0042149,01,0,0,2,0,53,3,01,74,0
88496,0042150,01,0,0,1,0,62,1,01,01,0
88497,0042150,02,0,0,2,0,62,2,01,01,0
88498,0042150,03,0,0,1,0,26,2,01,01,0
88499,0042151,01,0,0,1,0,73,1,01,02,0
88500,0042152,01,0,0,2,0,69,1,01,01,0
88501,0042153,01,0,0,1,0,78,2,01,01,0
88502,0042153,02,0,0,2,0,74,2,01,01,0
88503,0042154,01,0,0,1,0,37,3,01,01,0
88504,0042154,02,0,0,2,0,35,2,01,01,0
88505,0042154,03,0,0,1,0,18,2,01,01,0
88506,0042154,03,1,1,1,0,15,0,01,01,0
88507,0042154,03,1,1,2,0,3,0,01,01,0
88508,0042155,01,0,0,2,0,63,2,01,01,0
88509,0042156,01,0,0,1,0,51,1,01,01,0
88510,0042156,03,0,0,1,0,22,1,01,01,0
88511,0042156,13,0,0,1,0,40,1,01,01,0
88512,0042159,01,0,0,1,0,26,2,02,01,0
88513,0042159,02,0,0,2,0,31,0,02,01,0
88514,0042159,03,1,1,2,0,3,1,02,01,0
88515,0042159,03,1,1,2,0,0,3,02,01,0
88516,0042160,01,0,0,2,0,87,2,01,01,0
88517,0042161,01,0,0,1,0,93,3,01,01,0
88518,0042161,02,0,0,2,0,85,3,01,01,0
88519,0042161,03,0,0,2,0,56,3,01,01,0
88520,0042162,01,0,0,2,0,61,3,01,01,0
88521,0042162,02,0,0,1,0,60,2,01,01,0
88522,0042162,07,0,0,1,0,93,2,01,01,0
88523,0042163,01,0,0,1,0,93,2,01,01,0
88524,0042165,01,0,0,2,0,78,0,01,01,0
88525,0042165,02,0,0,1,0,81,3,01,01,0
